time, trident1, trident2, trident3
09:51:45,0.08716386554622702,0.03371848739496208,0.09903361344538553
09:52:45,0.06216386554622666,0.0,0.0
09:53:45,0.0,0.0,0.0
09:54:45,0.0,0.046218487394959595,0.011533613445388724
09:55:45,0.0,0.0,0.0
09:56:45,0.08716386554622702,0.0,0.0
09:57:45,0.0,0.0,0.0
09:58:45,0.0,0.0,0.0
09:59:45,0.0,0.0,0.0
10:00:45,0.01216386554622595,0.0,0.0
10:01:45,0.0,0.0,0.0
10:02:45,0.0,0.0,0.0
10:03:45,0.0,0.0,0.0
10:04:45,0.0,0.0,0.0
10:05:45,0.0,0.0,0.0
10:06:48,5.024663865546227,4.833718487394961,6.649033613445383
10:07:46,13.324663865546228,12.471218487394962,14.499033613445388
10:08:45,17.387163865546224,15.93371848739496,20.849033613445386
10:09:45,20.09966386554623,18.14621848739496,25.724033613445393
10:10:45,22.09966386554623,19.933718487394962,29.31153361344539
10:11:45,23.62466386554623,21.133718487394958,31.54903361344538
10:12:45,24.63716386554623,22.08371848739496,33.57403361344539
10:13:45,25.337163865546227,22.783718487394964,34.88653361344539
10:14:45,26.149663865546227,23.271218487394968,36.17403361344539
10:15:45,26.599663865546223,23.846218487394964,37.27403361344538
10:16:45,27.012163865546224,24.246218487394962,37.911533613445386
10:17:45,27.34966386554623,24.496218487394962,38.96153361344539
10:18:45,27.387163865546224,25.258718487394965,39.64903361344538
10:19:45,27.72466386554623,27.346218487394957,40.06153361344539
10:20:45,27.837163865546227,28.696218487394965,39.199033613445394
10:21:45,27.637163865546224,29.67121848739496,38.18653361344539
10:22:45,27.74966386554623,30.93371848739497,37.67403361344539
10:23:45,27.81216386554623,31.783718487394964,37.249033613445384
10:24:45,28.174663865546226,32.471218487394964,37.099033613445386
10:25:45,28.03716386554623,33.071218487394965,36.76153361344539
10:26:45,28.112163865546233,33.14621848739496,36.52403361344538
10:27:45,28.149663865546227,33.25871848739496,36.57403361344539
10:28:45,28.324663865546224,33.18371848739496,36.38653361344538
10:29:45,28.28716386554623,33.92121848739497,36.54903361344539
10:30:45,28.224663865546223,34.12121848739496,36.46153361344539
10:31:45,28.612163865546226,34.32121848739496,36.41153361344538
10:32:45,28.387163865546224,34.033718487394964,36.47403361344539
10:33:45,28.62466386554623,34.321218487394965,36.48653361344539
10:34:45,28.574663865546224,34.58371848739497,36.43653361344539
10:35:45,28.68716386554623,34.42121848739496,36.41153361344539
10:36:45,28.82466386554623,34.321218487394965,36.34903361344539
10:37:45,28.59966386554623,34.49621848739496,36.47403361344539
10:38:45,28.649663865546227,34.13371848739496,36.19903361344538
10:39:45,28.649663865546227,34.38371848739496,36.29903361344539
10:40:45,28.612163865546226,34.596218487394964,36.23653361344539
10:41:45,28.637163865546224,34.50871848739496,36.11153361344539
10:42:45,28.599663865546223,34.70871848739496,36.074033613445394
10:43:45,28.612163865546226,34.73371848739496,36.18653361344539
10:44:45,28.649663865546227,34.55871848739497,36.31153361344539
10:45:45,28.62466386554623,34.99621848739496,36.22403361344539
10:46:45,28.62466386554623,34.55871848739496,36.13653361344539
10:47:45,26.274663865546227,32.20871848739497,35.26153361344539
10:48:45,24.612163865546226,29.971218487394964,30.61153361344539
10:49:45,23.12466386554623,29.196218487394965,27.52403361344539
10:50:45,23.574663865546224,27.721218487394964,26.499033613445384
10:51:45,22.649663865546227,27.096218487394964,24.849033613445386
10:52:45,22.662163865546223,27.14621848739496,23.786533613445386
10:53:45,22.47466386554623,26.621218487394962,22.17403361344539
10:54:45,21.87466386554623,25.821218487394965,21.661533613445386
10:55:45,22.024663865546227,25.996218487394962,22.024033613445383
10:56:45,21.862163865546226,25.721218487394964,21.761533613445387
10:57:45,21.09966386554623,25.471218487394964,21.286533613445393
10:58:45,22.487163865546226,25.796218487394967,21.17403361344539
10:59:45,21.84966386554623,24.596218487394964,22.06153361344539
11:00:45,21.49966386554623,24.158718487394964,20.79903361344538
11:01:45,22.362163865546226,23.333718487394968,20.36153361344538
11:02:45,22.12466386554623,22.671218487394967,21.49903361344539
11:03:45,22.462163865546227,23.346218487394964,22.49903361344539
11:04:45,22.06216386554623,23.071218487394965,21.474033613445386
11:05:45,22.137163865546224,23.171218487394967,21.33653361344539
11:06:45,22.649663865546227,23.158718487394964,21.749033613445384
11:07:45,21.82466386554623,23.258718487394958,21.349033613445386
11:09:45,22.274663865546227,22.783718487394964,20.11153361344539
11:10:45,22.637163865546224,22.071218487394965,20.324033613445387
11:11:45,22.349663865546223,22.971218487394964,21.64903361344539
11:12:45,22.524663865546227,22.646218487394968,22.11153361344539
11:13:45,22.112163865546226,22.733718487394967,21.536533613445386
11:14:46,22.449663865546224,23.058718487394962,20.71153361344539
11:15:46,22.224663865546223,22.721218487394964,20.124033613445384
11:16:46,22.637163865546224,22.45871848739496,21.23653361344539
11:17:46,22.462163865546227,22.596218487394964,21.786533613445386
11:18:46,22.137163865546224,22.383718487394965,21.73653361344539
11:19:46,22.212163865546227,22.383718487394965,20.98653361344539
11:20:46,22.287163865546223,22.35871848739496,21.636533613445387
11:21:46,22.199663865546224,22.433718487394962,21.836533613445383
11:22:46,22.84966386554623,22.64621848739496,21.061533613445384
11:23:46,22.07466386554623,23.33371848739496,21.574033613445387
11:24:46,22.449663865546224,22.64621848739496,20.98653361344539
11:25:46,22.74966386554623,21.996218487394962,21.011533613445387
11:26:46,23.08716386554622,24.108718487394967,21.699033613445387
11:27:46,24.74966386554623,25.421218487394967,25.099033613445386
11:28:46,25.949663865546224,26.721218487394957,28.411533613445386
