time, trident1, trident2, trident3
17:01:11,0.013697478991614886,0.09266806722690113,0.2098109243697568
17:02:11,0.0,0.08016806722690184,0.17231092436975537
17:03:11,0.0,0.0,0.0
17:04:11,0.0,0.0,0.0
17:05:11,0.0,0.0,0.0
17:06:11,0.0,0.0,0.0
17:07:11,0.0,0.0,0.0
17:08:11,0.0,0.0,0.0
17:09:11,0.0,0.0,0.0
17:10:11,0.0,0.0,0.0
17:11:11,0.0,0.0,0.0
17:12:11,0.42619747899161453,0.0,0.2098109243697568
17:13:11,0.1261974789916156,0.08016806722690006,0.20981092436975501
17:14:11,0.1386974789916149,0.0,0.19731092436975572
17:15:11,0.08869747899161418,0.08016806722690006,0.08481092436975679
17:16:11,0.0636974789916156,0.0,0.08481092436975501
17:17:11,0.1386974789916149,0.06766806722690077,0.0
17:18:11,0.11369747899161453,0.08016806722690006,0.09731092436975786
17:19:11,0.1386974789916149,0.09266806722690113,0.1473109243697568
17:20:14,8.426197478991615,7.080168067226904,8.747310924369755
17:21:11,12.938697478991617,11.892668067226897,15.734810924369759
17:22:11,16.163697478991615,14.617668067226901,19.972310924369758
17:23:11,17.801197478991618,15.980168067226899,23.447310924369752
17:24:11,19.676197478991615,17.2051680672269,25.57231092436976
17:25:11,20.801197478991618,18.555168067226898,27.53481092436975
17:26:11,21.088697478991612,19.205168067226897,28.822310924369752
17:27:11,21.938697478991614,20.0926680672269,29.909810924369758
17:28:11,22.263697478991617,20.3676680672269,30.90981092436975
17:29:11,22.801197478991618,20.4676680672269,31.684810924369756
17:30:11,23.326197478991617,20.492668067226898,32.209810924369755
17:31:11,23.40119747899162,20.2176680672269,32.584810924369755
17:32:13,23.388697478991624,23.167668067226902,31.959810924369755
17:33:11,24.301197478991618,24.905168067226906,31.109810924369754
17:34:11,24.988697478991618,25.992668067226905,29.48481092436976
17:35:11,25.23869747899161,26.392668067226904,29.147310924369755
17:36:11,25.626197478991614,27.617668067226898,27.85981092436976
17:37:11,26.138697478991617,27.742668067226905,27.584810924369755
17:38:11,26.413697478991615,27.855168067226902,26.997310924369756
17:39:11,26.301197478991618,28.255168067226894,26.15981092436975
17:40:11,26.476197478991615,28.542668067226902,26.522310924369755
17:41:11,27.126197478991614,28.517668067226897,26.73481092436976
17:42:11,26.96369747899162,28.392668067226904,26.334810924369755
17:43:11,27.06369747899162,28.680168067226905,26.259810924369752
17:44:11,26.976197478991615,28.7551680672269,26.672310924369754
17:45:11,26.801197478991618,28.8801680672269,25.94731092436976
17:46:11,26.551197478991618,29.080168067226897,25.972310924369758
17:47:11,27.051197478991618,28.767668067226904,25.434810924369756
17:48:11,26.988697478991618,28.6301680672269,26.09731092436975
17:49:11,27.188697478991614,29.0301680672269,25.647310924369755
17:50:11,27.401197478991612,29.155168067226906,25.759810924369752
17:51:11,27.126197478991614,28.930168067226898,25.884810924369752
17:52:11,27.163697478991615,29.1551680672269,26.122310924369756
17:53:11,27.451197478991617,28.567668067226908,26.022310924369755
17:54:11,27.326197478991617,29.092668067226906,25.197310924369752
17:55:11,27.351197478991615,29.267668067226897,25.809810924369756
17:56:11,27.226197478991615,29.41766806722691,26.234810924369754
17:57:11,27.17619747899161,28.755168067226908,25.834810924369755
17:58:11,26.838697478991612,29.180168067226905,25.509810924369752
17:59:11,26.863697478991618,29.1926680672269,25.497310924369756
18:00:11,27.21369747899162,28.980168067226902,25.847310924369758
18:01:11,27.101197478991615,29.180168067226898,25.197310924369752
18:02:11,27.08869747899162,29.555168067226898,25.34731092436975
18:03:11,26.563697478991614,29.29266806722691,25.972310924369758
18:04:11,27.288697478991615,28.792668067226902,25.772310924369762
18:05:11,27.313697478991614,29.480168067226902,25.772310924369755
18:06:11,27.15119747899162,28.7801680672269,26.559810924369756
18:07:11,26.988697478991618,29.242668067226898,26.084810924369762
18:08:11,27.013697478991617,29.3801680672269,25.697310924369752
18:09:11,27.15119747899162,28.980168067226902,26.00981092436976
18:10:11,27.02619747899162,29.580168067226904,26.222310924369758
18:11:11,27.226197478991615,28.8176680672269,26.15981092436975
18:12:11,27.563697478991614,29.105168067226902,26.322310924369752
18:13:11,27.626197478991614,29.04266806722691,25.922310924369754
18:14:11,27.17619747899161,29.017668067226897,25.609810924369754
18:15:11,27.52619747899162,29.2801680672269,25.622310924369756
18:16:11,26.951197478991617,29.405168067226906,26.109810924369754
18:17:11,27.201197478991617,28.98016806722691,25.884810924369752
18:18:11,27.31369747899162,29.117668067226898,25.92231092436976
18:19:11,27.43869747899162,28.580168067226904,25.472310924369758
18:20:11,27.251197478991614,29.5676680672269,25.809810924369756
18:21:11,26.826197478991617,29.5051680672269,25.75981092436976
18:22:11,27.25119747899162,29.5676680672269,25.647310924369755
18:23:11,26.826197478991617,29.142668067226904,25.50981092436976
18:24:11,26.701197478991617,28.867668067226898,25.059810924369756
18:25:11,26.90119747899162,28.7176680672269,25.872310924369764
18:26:11,27.138697478991617,29.330168067226897,25.897310924369755
18:27:11,27.063697478991614,28.7176680672269,25.859810924369754
18:28:11,27.01369747899161,29.242668067226898,25.872310924369756
18:29:11,26.71369747899162,29.492668067226898,25.009810924369752
18:30:11,26.901197478991612,28.667668067226902,25.447310924369752
18:31:11,26.75119747899162,28.892668067226897,25.222310924369758
18:32:11,26.951197478991617,28.792668067226895,25.897310924369762
18:33:11,26.963697478991612,29.0676680672269,25.559810924369756
18:34:11,27.201197478991617,28.805168067226898,24.934810924369756
18:35:11,27.113697478991618,28.6551680672269,25.07231092436976
18:36:11,26.813697478991614,28.492668067226905,25.547310924369754
