time, trident1, trident2, trident3
00:13:51,0.0,0.0,0.0
00:14:21,0.0,0.0,0.0
00:14:51,0.0,0.0,0.0
00:15:21,0.0,0.0,0.0
00:15:51,0.0,0.0,0.0
00:16:21,0.0,0.0,0.0
00:16:51,0.0,0.0,0.0
00:17:21,0.0,0.0,0.0
00:17:51,0.0,0.0,0.0
00:18:21,0.0,0.0,0.0
00:18:51,0.0,0.0,0.0
00:19:21,0.0,0.0,0.0
00:19:51,0.0,0.0,0.0
00:20:21,0.0,0.0,0.0
00:20:51,0.0,0.0,0.0
00:21:21,0.0,0.0,0.0
00:21:51,0.0,0.0,0.0
00:22:21,0.0,0.0,0.0
00:22:51,0.0,0.0,0.0
00:23:21,0.0,0.0,0.0
00:23:51,0.0,0.0,0.0
00:24:21,0.0,0.0,0.0
00:24:52,0.0,0.0,3.8076470588235267
00:25:22,0.0,0.0,8.820147058823526
00:25:51,0.0,0.0,12.38264705882353
00:26:22,0.0,0.0,15.50764705882353
00:26:52,0.0,0.0,18.99514705882353
00:27:21,0.0,0.0,21.970147058823525
00:27:51,0.0,0.0,24.632647058823526
00:28:21,0.0,0.0,26.870147058823523
00:28:51,0.0,0.0,28.78264705882353
00:29:21,0.0,0.0,30.420147058823527
00:29:51,0.0,0.0,32.03264705882353
00:30:21,0.0,0.0,33.207647058823525
00:30:51,0.0,0.0,34.245147058823534
00:31:21,0.0,0.0,35.23264705882352
00:31:51,0.0,0.0,36.182647058823534
00:32:21,0.0,0.0,36.92014705882353
00:32:51,0.0,0.0,37.62014705882352
00:33:21,0.0,0.0,38.282647058823514
00:33:51,0.0,0.0,38.83264705882354
00:34:21,0.0,0.0,39.120147058823534
00:34:51,0.0,0.0,39.09514705882353
00:35:21,0.0,0.0,39.15764705882353
00:35:51,0.0,0.0,39.32014705882352
00:36:21,0.0,1.5948739495798332,39.37014705882352
00:36:51,3.5380462184874,4.294873949579834,39.245147058823534
00:37:21,6.1880462184874006,5.594873949579835,39.057647058823534
00:37:51,7.1380462184874,7.444873949579836,38.970147058823514
00:38:21,9.913046218487398,10.219873949579835,39.09514705882353
00:38:51,11.0255462184874,11.432373949579834,38.92014705882353
00:39:21,12.175546218487401,12.244873949579834,38.682647058823534
00:39:51,13.4005462184874,12.844873949579835,38.60764705882353
00:40:21,14.0130462184874,13.207373949579836,38.35764705882353
00:40:51,14.6880462184874,14.107373949579834,38.182647058823534
00:41:21,15.288046218487398,16.869873949579834,38.145147058823525
00:41:51,16.163046218487402,17.144873949579832,37.88264705882352
00:42:21,17.0380462184874,18.394873949579832,38.082647058823525
00:42:51,17.5505462184874,20.46987394957983,37.88264705882352
00:43:21,17.988046218487398,21.63237394957984,37.307647058823534
00:43:51,19.1880462184874,22.382373949579833,36.50764705882352
00:44:21,20.7755462184874,23.132373949579833,36.54514705882353
00:44:51,21.575546218487396,23.557373949579837,35.970147058823514
00:45:22,22.075546218487396,24.069873949579833,35.72014705882353
00:45:51,22.7755462184874,24.15737394957983,34.94514705882352
00:46:21,24.0005462184874,24.519873949579836,34.34514705882354
00:46:51,25.0880462184874,24.807373949579837,32.04514705882353
00:47:21,26.200546218487396,25.15737394957984,31.87014705882353
00:47:51,27.163046218487402,25.357373949579834,30.570147058823533
00:48:21,28.188046218487393,25.382373949579833,28.507647058823526
00:48:51,28.8130462184874,25.707373949579836,27.357647058823535
00:49:21,29.463046218487392,25.944873949579833,26.08264705882353
00:49:51,29.738046218487398,26.082373949579836,26.032647058823525
00:50:21,29.950546218487396,26.18237394957983,26.73264705882352
00:50:51,30.575546218487396,26.269873949579836,25.09514705882353
00:51:21,31.075546218487403,26.482373949579827,26.34514705882353
00:51:51,31.138046218487403,26.482373949579834,26.420147058823527
00:52:21,31.013046218487403,26.38237394957984,26.945147058823533
00:52:51,30.413046218487402,26.519873949579836,27.670147058823527
00:53:21,30.0630462184874,26.769873949579836,28.14514705882353
00:53:51,29.775546218487392,26.494873949579837,28.77014705882352
00:54:21,29.113046218487405,26.694873949579833,29.007647058823526
00:54:51,28.425546218487405,26.90737394957983,30.02014705882353
00:55:23,27.038046218487402,26.794873949579834,30.407647058823525
00:55:51,24.475546218487402,27.357373949579834,30.932647058823523
00:56:21,23.1880462184874,27.61987394957983,31.882647058823526
00:56:51,21.8130462184874,27.71987394957983,32.27014705882354
00:57:23,21.738046218487405,28.832373949579836,32.53264705882353
00:57:51,22.913046218487402,29.28237394957983,32.832647058823525
00:58:21,21.225546218487402,29.544873949579834,32.94514705882352
00:58:51,21.8380462184874,29.807373949579837,32.73264705882352
00:59:22,21.738046218487398,29.86987394957983,32.97014705882353
00:59:51,22.0630462184874,30.294873949579827,32.92014705882353
01:00:21,22.7755462184874,30.28237394957984,32.59514705882353
01:00:51,23.4630462184874,30.232373949579834,31.820147058823526
01:01:21,24.513046218487396,30.40737394957984,31.132647058823533
01:01:51,25.1255462184874,30.38237394957984,30.232647058823527
01:02:21,25.738046218487398,30.794873949579834,29.27014705882352
01:02:51,26.175546218487398,30.65737394957983,28.62014705882353
01:03:21,26.563046218487393,30.682373949579837,27.970147058823525
01:03:51,26.5255462184874,30.619873949579837,27.420147058823527
01:04:21,26.900546218487406,30.919873949579827,27.095147058823525
01:04:51,27.413046218487402,30.982373949579834,26.58264705882352
01:05:21,27.550546218487405,31.132373949579833,26.257647058823533
01:05:51,27.575546218487403,31.21987394957983,25.932647058823523
01:06:21,27.975546218487402,31.28237394957983,25.820147058823526
01:06:51,28.0255462184874,31.232373949579834,25.49514705882353
01:07:21,28.113046218487405,31.107373949579834,25.270147058823536
01:07:51,28.125546218487393,31.182373949579837,24.945147058823526
01:08:21,28.325546218487396,31.182373949579837,24.807647058823523
01:08:51,28.463046218487392,30.84487394957983,24.95764705882353
01:09:21,28.125546218487408,30.69487394957984,25.08264705882352
01:09:51,28.250546218487408,30.544873949579834,25.095147058823525
01:10:21,28.288046218487402,30.46987394957984,25.257647058823533
01:10:51,28.463046218487392,30.33237394957983,25.007647058823533
01:11:21,28.6880462184874,30.294873949579834,25.14514705882352
01:11:51,28.7755462184874,30.294873949579834,25.14514705882353
01:12:21,28.800546218487398,30.482373949579834,25.27014705882352
01:12:51,28.938046218487393,30.44487394957984,25.495147058823523
01:13:21,28.938046218487393,30.132373949579833,25.52014705882352
01:13:51,28.950546218487396,29.944873949579833,25.620147058823523
01:14:21,28.975546218487395,30.09487394957984,25.58264705882353
01:14:51,29.050546218487398,29.59487394957983,25.58264705882353
01:15:21,29.0880462184874,29.94487394957984,25.657647058823525
01:15:51,28.925546218487398,30.03237394957983,25.695147058823526
01:16:21,28.875546218487393,30.169873949579834,25.657647058823525
01:16:51,28.888046218487396,30.30737394957983,25.72014705882353
01:17:21,28.825546218487403,30.28237394957983,25.65764705882353
01:17:51,28.725546218487402,29.857373949579834,25.695147058823526
01:18:21,28.575546218487396,29.757373949579833,25.72014705882353
01:18:51,28.725546218487402,29.78237394957984,25.857647058823527
01:19:21,29.013046218487396,30.45737394957983,25.795147058823527
01:19:51,29.0255462184874,30.39487394957983,25.920147058823527
01:20:21,29.075546218487396,30.26987394957983,25.720147058823525
